rpm,sheavePos,wheel_rpm
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
0, -91, 0
