engine_rpm, wheel_rpm, secondary_rpm, sheave_position, brake_position
0, 0.000000, 0.000000, -90, 0.477592
0, 0.000000, 0.000000, -88, 0.478261
0, 0.000000, 0.000000, -91, 0.476923
0, 0.000000, 0.000000, -88, 0.470903
0, 0.000000, 0.000000, -89, 0.476923
0, 0.000000, 0.000000, -91, 0.472910
0, 0.000000, 0.000000, -88, 0.477592
0, 0.000000, 0.000000, -90, 0.366555
0, 0.000000, 0.000000, -91, 0.484281
0, 0.000000, 0.000000, -87, 0.474248
0, 0.000000, 0.000000, -90, 0.480268
0, 0.000000, 0.000000, -89, 0.473579
0, 0.000000, 0.000000, -89, 0.474916
0, 0.000000, 0.000000, -89, 0.472241
0, 0.000000, 0.000000, -89, 0.474248
0, 0.000000, 0.000000, -90, 0.478261
0, 0.000000, 0.000000, -89, 0.462876
0, 0.000000, 0.000000, -91, 0.476254
0, 0.000000, 0.000000, -91, 0.476923
0, 0.000000, 0.000000, -90, 0.477592
0, 0.000000, 0.000000, -90, 0.480936
0, 0.000000, 0.000000, -88, 0.452843
0, 0.000000, 0.000000, -88, 0.453512
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.453512
0, 0.000000, 0.000000, -88, 0.464214
0, 0.000000, 0.000000, -88, 0.444816
0, 0.000000, 0.000000, -88, 0.448829
0, 0.000000, 0.000000, -88, 0.451505
0, 0.000000, 0.000000, -88, 0.448161
0, 0.000000, 0.000000, -88, 0.447492
0, 0.000000, 0.000000, -88, 0.447492
0, 0.000000, 0.000000, -88, 0.474916
0, 0.000000, 0.000000, -88, 0.446823
0, 0.000000, 0.000000, -88, 0.439465
0, 0.000000, 0.000000, -88, 0.448161
0, 0.000000, 0.000000, -88, 0.448161
0, 0.000000, 0.000000, -88, 0.448829
0, 0.000000, 0.000000, -88, 0.448829
0, 0.000000, 0.000000, -88, 0.445485
0, 0.000000, 0.000000, -88, 0.454849
0, 0.000000, 0.000000, -88, 0.442809
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.441472
0, 0.000000, 0.000000, -88, 0.445485
0, 0.000000, 0.000000, -88, 0.445485
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.446823
0, 0.000000, 0.000000, -88, 0.448829
0, 0.000000, 0.000000, -88, 0.445485
0, 0.000000, 0.000000, -88, 0.444816
0, 0.000000, 0.000000, -88, 0.446823
0, 0.000000, 0.000000, -88, 0.449498
0, 0.000000, 0.000000, -88, 0.451505
0, 0.000000, 0.000000, -88, 0.442809
0, 0.000000, 0.000000, -88, 0.441472
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.440803
0, 0.000000, 0.000000, -88, 0.440134
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.444816
0, 0.000000, 0.000000, -88, 0.446823
0, 0.000000, 0.000000, -88, 0.448161
0, 0.000000, 0.000000, -88, 0.449498
0, 0.000000, 0.000000, -88, 0.442809
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.437458
0, 0.000000, 0.000000, -88, 0.446154
0, 0.000000, 0.000000, -88, 0.448161
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.446823
0, 0.000000, 0.000000, -88, 0.442809
0, 0.000000, 0.000000, -88, 0.442140
0, 0.000000, 0.000000, -88, 0.445485
0, 0.000000, 0.000000, -88, 0.443478
0, 0.000000, 0.000000, -88, 0.441472
0, 0.000000, 0.000000, -88, 0.441472
0, 0.000000, 0.000000, -88, 0.429431
0, 0.000000, 0.000000, -88, 0.445485
0, 0.000000, 0.000000, -88, 0.446823
0, 0.000000, 0.000000, -88, 0.438127
0, 0.000000, 0.000000, -88, 0.439465
0, 0.000000, 0.000000, -88, 0.434783
0, 0.000000, 0.000000, -88, 0.450167
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.454849
0, 0.000000, 0.000000, -88, 0.458194
0, 0.000000, 0.000000, -88, 0.458863
0, 0.000000, 0.000000, -88, 0.468896
0, 0.000000, 0.000000, -88, 0.281605
0, 0.000000, 0.000000, -88, 0.444147
0, 0.000000, 0.000000, -88, 0.422742
0, 0.000000, 0.000000, -88, 0.424080
0, 0.000000, 0.000000, -88, 0.427425
0, 0.000000, 0.000000, -88, 0.422742
0, 0.000000, 0.000000, -88, 0.413378
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.418729
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.418729
0, 0.000000, 0.000000, -88, 0.413378
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.422074
0, 0.000000, 0.000000, -88, 0.418729
0, 0.000000, 0.000000, -88, 0.415385
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.426756
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.420067
0, 0.000000, 0.000000, -88, 0.418060
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.418060
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.418729
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.404013
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.409365
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.418729
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.418060
0, 0.000000, 0.000000, -88, 0.425418
0, 0.000000, 0.000000, -88, 0.420067
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.438127
0, 0.000000, 0.000000, -88, 0.418729
0, 0.000000, 0.000000, -88, 0.421405
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.428094
0, 0.000000, 0.000000, -88, 0.421405
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.415385
0, 0.000000, 0.000000, -88, 0.408696
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.418060
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.412040
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.423411
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -88, 0.424749
0, 0.000000, 0.000000, -88, 0.418060
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.412040
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.414716
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.408696
0, 0.000000, 0.000000, -88, 0.410702
0, 0.000000, 0.000000, -88, 0.408027
0, 0.000000, 0.000000, -88, 0.406689
0, 0.000000, 0.000000, -88, 0.407358
0, 0.000000, 0.000000, -88, 0.406689
0, 0.000000, 0.000000, -88, 0.408027
0, 0.000000, 0.000000, -88, 0.395318
0, 0.000000, 0.000000, -88, 0.406689
0, 0.000000, 0.000000, -88, 0.410033
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.409365
0, 0.000000, 0.000000, -88, 0.410033
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.415385
0, 0.000000, 0.000000, -88, 0.405351
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.415385
0, 0.000000, 0.000000, -88, 0.409365
0, 0.000000, 0.000000, -88, 0.412709
0, 0.000000, 0.000000, -88, 0.412709
0, 0.000000, 0.000000, -88, 0.416054
0, 0.000000, 0.000000, -88, 0.410033
0, 0.000000, 0.000000, -88, 0.410702
0, 0.000000, 0.000000, -88, 0.408027
0, 0.000000, 0.000000, -88, 0.420736
0, 0.000000, 0.000000, -88, 0.410033
0, 0.000000, 0.000000, -88, 0.408696
0, 0.000000, 0.000000, -88, 0.407358
0, 0.000000, 0.000000, -88, 0.412709
0, 0.000000, 0.000000, -88, 0.411371
0, 0.000000, 0.000000, -88, 0.408027
0, 0.000000, 0.000000, -88, 0.406020
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.414716
0, 0.000000, 0.000000, -88, 0.410033
0, 0.000000, 0.000000, -88, 0.404682
0, 0.000000, 0.000000, -88, 0.409365
0, 0.000000, 0.000000, -88, 0.405351
0, 0.000000, 0.000000, -88, 0.402676
0, 0.000000, 0.000000, -88, 0.395987
0, 0.000000, 0.000000, -88, 0.397324
0, 0.000000, 0.000000, -88, 0.402007
0, 0.000000, 0.000000, -88, 0.402007
0, 0.000000, 0.000000, -88, 0.402676
0, 0.000000, 0.000000, -88, 0.391973
0, 0.000000, 0.000000, -88, 0.404013
0, 0.000000, 0.000000, -88, 0.402676
0, 0.000000, 0.000000, -88, 0.400000
0, 0.000000, 0.000000, -88, 0.404013
0, 0.000000, 0.000000, -88, 0.397993
0, 0.000000, 0.000000, -88, 0.400669
0, 0.000000, 0.000000, -88, 0.397993
0, 0.000000, 0.000000, -88, 0.402007
0, 0.000000, 0.000000, -88, 0.404682
0, 0.000000, 0.000000, -88, 0.404013
0, 0.000000, 0.000000, -88, 0.404013
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.404013
0, 0.000000, 0.000000, -88, 0.395987
0, 0.000000, 0.000000, -88, 0.399331
0, 0.000000, 0.000000, -88, 0.413378
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.391973
0, 0.000000, 0.000000, -88, 0.397324
0, 0.000000, 0.000000, -88, 0.390635
0, 0.000000, 0.000000, -88, 0.416722
0, 0.000000, 0.000000, -88, 0.402007
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.402676
0, 0.000000, 0.000000, -88, 0.402007
0, 0.000000, 0.000000, -88, 0.399331
0, 0.000000, 0.000000, -88, 0.397324
0, 0.000000, 0.000000, -88, 0.399331
0, 0.000000, 0.000000, -88, 0.400669
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.405351
0, 0.000000, 0.000000, -88, 0.402007
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.408027
0, 0.000000, 0.000000, -88, 0.400669
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.401338
0, 0.000000, 0.000000, -88, 0.399331
0, 0.000000, 0.000000, -88, 0.394649
0, 0.000000, 0.000000, -88, 0.373913
0, 0.000000, 0.000000, -88, 0.373244
0, 0.000000, 0.000000, -88, 0.267559
0, 0.000000, 0.000000, -88, 0.541137
0, 0.000000, 0.000000, -89, 0.426087
0, 0.000000, 0.000000, -90, 0.369231
0, 0.000000, 0.000000, -89, 0.497659
0, 0.000000, 0.000000, -71, 0.737793
0, 0.000000, 0.000000, -65, 0.686288
0, 0.000000, 0.000000, -86, 0.691639
568, 0.000000, 0.000000, -71, 0.690301
1875, 0.000000, 0.000000, -67, 0.688294
2019, 0.000000, 0.000000, -55, 0.690301
2071, 0.000000, 0.000000, -57, 0.563211
2129, 0.000000, 0.000000, -51, 0.573913
2188, 0.000000, 0.000000, -49, 0.570569
2212, 0.000000, 0.000000, -45, 0.566555
2219, 0.000000, 0.000000, -49, 0.573913
2225, 0.000000, 0.000000, -42, 0.568562
2219, 0.000000, 0.000000, -45, 0.066890
2289, 0.000000, 0.000000, -42, 0.000000
2257, 0.000000, 0.000000, -47, 0.000000
2403, 0.000000, 0.000000, -44, 0.000000
3033, 0.000000, 0.000000, -17, 0.000000
3715, 72.113655, 0.000000, 52, 0.000000
2557, 72.815887, 0.000000, 87, 0.000000
2211, 71.426529, 0.000000, 66, 0.000000
2444, 71.428230, 0.000000, -2, 0.000000
2788, 73.168945, 0.000000, -10, 0.000000
2772, 71.089714, 0.000000, -16, 0.000000
3129, 72.467964, 0.000000, 0, 0.000000
3048, 0.000000, 0.000000, 16, 0.000000
2988, 72.115036, 0.000000, 21, 0.000000
3038, 71.428230, 0.000000, 24, 0.000000
3102, 71.770332, 0.000000, 28, 0.000000
3094, 144.231461, 0.000000, 33, 0.000000
3067, 71.237923, 0.000000, 49, 0.000000
3072, 71.769989, 0.000000, 44, 0.000000
3054, 71.770332, 0.000000, 51, 0.000000
3054, 144.928238, 0.000000, 61, 0.000000
3108, 144.234238, 0.000000, 50, 0.000000
3058, 71.770683, 0.000000, 79, 0.000000
3096, 71.579231, 0.000000, 57, 0.000000
3082, 71.769989, 0.000000, 93, 0.000000
3000, 142.856461, 0.000000, 69, 0.000000
2959, 144.231461, 0.000000, 98, 0.000000
2840, 144.230759, 0.000000, 87, 0.000000
2939, 143.543411, 0.000000, 78, 0.000000
2961, 144.234238, 0.000000, 73, 0.000000
2982, 142.857834, 0.000000, 66, 0.000000
2936, 143.546844, 0.000000, 68, 0.000000
2979, 143.926300, 0.000000, 67, 0.000000
2849, 72.465172, 0.000000, 58, 0.000000
2838, 72.115730, 0.000000, 47, 0.000000
2821, 71.089714, 0.000000, 32, 0.000000
2867, 71.769989, 0.000000, 16, 0.000000
2876, 71.105553, 0.000000, 5, 0.000000
2999, 71.428230, 0.000000, 0, 0.000000
3066, 72.464119, 0.000000, 2, 0.000000
3140, 72.115379, 0.000000, 10, 0.000000
3189, 72.115036, 0.000000, 33, 0.000000
3111, 72.464119, 0.000000, 30, 0.000000
3135, 145.230621, 0.000000, 45, 0.000000
2858, 143.540665, 0.000000, 63, 0.000000
2664, 70.755051, 0.000000, 43, 0.000000
2940, 142.857834, 0.000000, 20, 0.000000
3062, 71.770683, 0.000000, 21, 0.000000
2992, 72.113655, 0.000000, 20, 0.000000
3013, 72.462021, 0.000000, 21, 0.000000
3000, 144.931732, 0.000000, 20, 0.000000
2998, 71.428230, 0.000000, 19, 0.000000
2945, 71.430275, 0.000000, 18, 0.000000
2963, 71.783386, 0.000000, 17, 0.000000
2975, 71.418709, 0.000000, 13, 0.000000
2992, 143.536545, 0.000000, 10, 0.000000
2995, 71.089714, 0.000000, 10, 0.000000
2987, 72.111916, 0.000000, 11, 0.000000
2948, 142.861221, 0.000000, 8, 0.000000
2997, 72.815178, 0.000000, 6, 0.000000
3046, 75.000000, 0.000000, 3, 0.000000
3191, 71.089714, 0.000000, 8, 0.000000
3256, 72.113655, 0.000000, 39, 0.000000
3218, 145.631073, 0.000000, 59, 0.000000
3155, 143.544785, 0.000000, 82, 0.000000
2902, 144.227310, 0.000000, 84, 0.000000
2673, 71.769989, 0.000000, 69, 0.000000
2737, 71.088699, 0.000000, 48, 0.000000
2783, 142.861908, 0.000000, 16, 0.000000
2816, 71.089714, 0.000000, 5, 0.000000
2988, 72.313553, 0.000000, -7, 0.000000
3062, 70.755051, 0.000000, 7, 0.000000
3024, 71.770683, 0.000000, 14, 0.000000
3075, 144.534439, 0.000000, 17, 0.000000
3057, 71.771706, 0.000000, 23, 0.000000
3042, 71.769989, 0.000000, 29, 0.000000
2974, 72.474976, 0.000000, 32, 0.000000
2975, 72.115379, 0.000000, 28, 0.000000
2954, 142.179428, 0.000000, 28, 0.000000
2949, 71.428917, 0.000000, 26, 0.000000
2988, 142.857834, 0.000000, 20, 0.000000
2982, 70.755051, 0.000000, 19, 0.000000
3011, 142.176056, 0.000000, 18, 0.000000
3013, 71.428230, 0.000000, 19, 0.000000
3010, 72.813766, 0.000000, 18, 0.000000
3029, 72.117462, 0.000000, 21, 0.000000
3076, 73.893448, 0.000000, 20, 0.000000
3126, 71.965569, 0.000000, 36, 0.000000
3099, 142.857834, 0.000000, 29, 0.000000
3109, 71.430611, 0.000000, 54, 0.000000
3111, 71.428230, 0.000000, 44, 0.000000
3094, 71.089714, 0.000000, 75, 0.000000
3068, 71.428574, 0.000000, 80, 0.000000
2910, 71.430611, 0.000000, 82, 0.000000
2750, 71.088699, 0.000000, 69, 0.000000
2669, 142.838104, 0.000000, 53, 0.000000
2435, 71.769989, 0.000000, 8, 0.000000
2550, 71.090050, 0.000000, -26, 0.000000
2605, 71.770683, 0.000000, -22, 0.000000
2569, 71.772392, 0.000000, -17, 0.000000
2772, 71.427551, 0.000000, -15, 0.000000
3214, 0.000000, 0.000000, 8, 0.000000
3027, 71.089714, 0.000000, 22, 0.000000
2962, 71.092064, 0.000000, 22, 0.000000
3056, 72.115379, 0.000000, 19, 0.000000
3019, 71.769989, 0.000000, 32, 0.000000
2891, 75.000000, 0.000000, 30, 0.000000
2819, 71.769989, 0.000000, 16, 0.000000
2891, 71.426872, 0.000000, 4, 0.000000
2916, 71.770683, 0.000000, -4, 0.000000
2981, 72.268951, 0.000000, -2, 0.000000
3090, 71.089714, 0.000000, 9, 0.000000
3020, 0.000000, 0.000000, 16, 0.000000
2934, 72.115379, 0.000000, 12, 0.000000
3001, 71.430611, 0.000000, 10, 0.000000
3070, 73.168945, 0.000000, 13, 0.000000
3032, 72.113655, 0.000000, 16, 0.000000
2974, 142.180771, 0.000000, 20, 0.000000
2898, 72.617775, 0.000000, 13, 0.000000
2853, 71.429932, 0.000000, 6, 0.000000
2886, 71.090050, 0.000000, -5, 0.000000
2954, 72.464119, 0.000000, -6, 0.000000
2996, 71.767937, 0.000000, -1, 0.000000
3005, 71.771706, 0.000000, 4, 0.000000
2989, 0.000000, 0.000000, 1, 0.000000
3016, 71.769989, 0.000000, 4, 0.000000
3008, 72.463768, 0.000000, 4, 0.000000
3052, 72.115379, 0.000000, 6, 0.000000
2972, 72.115036, 0.000000, 7, 0.000000
2985, 71.762436, 0.000000, 8, 0.000000
2940, 71.426529, 0.000000, 7, 0.000000
2982, 71.089714, 0.000000, 4, 0.000000
2927, 71.089035, 0.000000, 1, 0.000000
2979, 71.772049, 0.000000, 0, 0.000000
2957, 71.771706, 0.000000, -1, 0.000000
2909, 71.426872, 0.000000, -3, 0.000000
2930, 72.475670, 0.000000, -1, 0.000000
2975, 72.115379, 0.000000, -4, 0.000000
3041, 72.115036, 0.000000, 3, 0.000000
3034, 71.428574, 0.000000, 9, 0.000000
3028, 71.770683, 0.000000, 13, 0.000000
3018, 72.113304, 0.000000, 13, 0.000000
3126, 143.540665, 0.000000, 19, 0.000000
3101, 72.462372, 0.000000, 26, 0.000000
3123, 143.539978, 0.000000, 41, 0.000000
3154, 71.428230, 0.000000, 31, 0.000000
3110, 144.931046, 0.000000, 58, 0.000000
2913, 143.541367, 0.000000, 76, 0.000000
2824, 71.241302, 0.000000, 53, 0.000000
2881, 71.769989, 0.000000, 49, 0.000000
2866, 71.428574, 0.000000, 41, 0.000000
2941, 144.229385, 0.000000, 25, 0.000000
2981, 71.426529, 0.000000, 21, 0.000000
3011, 71.090050, 0.000000, 20, 0.000000
3013, 71.770683, 0.000000, 20, 0.000000
