time_ms,rl_rpm,rl_rpm_raw,rr_rpm,rr_rpm_raw,rl_speed_mph,rr_speed_mph,speed_mph,fl_rpm,fr_rpm,fuel_consumed_l,fuel_remaining_l,engine_rpm,secondary_rpm,mode,status,temperature_c,brake_pot,motor_setpoint,motor_position
851,0.00,0.00,11.86,47.42,0.00,0.78,0.39,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-2636,-2236
1051,0.00,0.00,8.89,0.00,0.00,0.58,0.29,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-3846,-3446
1251,0.00,0.00,6.67,0.00,0.00,0.44,0.22,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-5098,-4698
1451,0.00,0.00,5.00,0.00,0.00,0.33,0.16,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-6007,-5607
1651,0.00,0.00,28.75,100.00,0.00,1.88,0.94,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-5453,-5853
1851,0.00,0.00,21.56,0.00,0.00,1.41,0.71,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-4669,-5069
2051,0.00,0.00,28.67,50.00,0.00,1.88,0.94,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-5057,-5007
2251,0.00,0.00,21.50,0.00,0.00,1.41,0.70,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-5257,-5207
2451,0.00,0.00,16.13,0.00,0.00,1.06,0.53,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-5460,-5410
2651,0.00,0.00,12.10,0.00,0.00,0.79,0.40,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-5662,-5612
2851,0.00,0.00,9.07,0.00,0.00,0.59,0.30,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,-5874,-5824
3051,0.00,0.00,6.80,0.00,0.00,0.45,0.22,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-5746
3251,0.00,0.00,17.60,50.00,0.00,1.15,0.58,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-4490
3451,0.00,0.00,13.20,0.00,0.00,0.86,0.43,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-2609
3651,0.00,0.00,9.90,0.00,0.00,0.65,0.32,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-753
3851,0.00,0.00,19.93,50.00,0.00,1.30,0.65,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-7
4051,0.00,0.00,14.94,0.00,0.00,0.98,0.49,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
4251,0.00,0.00,11.21,0.00,0.00,0.73,0.37,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
4451,0.00,0.00,8.41,0.00,0.00,0.55,0.28,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
4651,0.00,0.00,6.30,0.00,0.00,0.41,0.21,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
4851,0.00,0.00,4.73,0.00,0.00,0.31,0.15,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5051,0.00,0.00,3.55,0.00,0.00,0.23,0.12,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5251,0.00,0.00,2.66,0.00,0.00,0.17,0.09,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5451,0.00,0.00,1.99,0.00,0.00,0.13,0.07,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5651,0.00,0.00,1.50,0.00,0.00,0.10,0.05,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5851,0.00,0.00,1.12,0.00,0.00,0.07,0.04,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6051,0.00,0.00,0.84,0.00,0.00,0.06,0.03,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6251,0.00,0.00,0.63,0.00,0.00,0.04,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6451,0.00,0.00,0.47,0.00,0.00,0.03,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6651,0.00,0.00,0.36,0.00,0.00,0.02,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6851,0.00,0.00,0.27,0.00,0.00,0.02,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7051,0.00,0.00,0.20,0.00,0.00,0.01,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7251,0.00,0.00,0.15,0.00,0.00,0.01,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7451,0.00,0.00,0.11,0.00,0.00,0.01,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7651,0.00,0.00,0.08,0.00,0.00,0.01,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7851,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
8051,0.00,0.00,12.55,50.00,0.00,0.82,0.41,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-1230
8251,0.00,0.00,21.91,50.00,0.00,1.43,0.72,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-1326
8451,0.00,0.00,16.43,0.00,0.00,1.08,0.54,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-989
8651,0.00,0.00,12.32,0.00,0.00,0.81,0.40,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-339
8851,0.00,0.00,9.24,0.00,0.00,0.60,0.30,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9051,0.00,0.00,6.93,0.00,0.00,0.45,0.23,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9251,0.00,0.00,5.20,0.00,0.00,0.34,0.17,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9451,0.00,0.00,3.90,0.00,0.00,0.26,0.13,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9651,0.00,0.00,2.92,0.00,0.00,0.19,0.10,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9851,0.00,0.00,2.19,0.00,0.00,0.14,0.07,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-1
10051,0.00,0.00,1.65,0.00,0.00,0.11,0.05,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
10251,0.00,0.00,26.23,100.00,0.00,1.72,0.86,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-745
10451,0.00,0.00,19.68,0.00,0.00,1.29,0.64,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-508
10651,0.00,0.00,14.76,0.00,0.00,0.97,0.48,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-68
10851,0.00,0.00,11.07,0.00,0.00,0.72,0.36,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11051,0.00,0.00,8.30,0.00,0.00,0.54,0.27,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11251,0.00,0.00,6.23,0.00,0.00,0.41,0.20,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11451,0.00,0.00,4.67,0.00,0.00,0.31,0.15,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11651,0.00,0.00,3.50,0.00,0.00,0.23,0.11,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11851,0.00,0.00,2.63,0.00,0.00,0.17,0.09,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12051,0.00,0.00,1.97,0.00,0.00,0.13,0.06,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12251,0.00,0.00,1.48,0.00,0.00,0.10,0.05,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-1
12451,0.00,0.00,1.11,0.00,0.00,0.07,0.04,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-49
12651,0.00,0.00,0.83,0.00,0.00,0.05,0.03,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12851,0.00,0.00,0.62,0.00,0.00,0.04,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
13051,0.00,0.00,0.47,0.00,0.00,0.03,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-64
13251,0.00,0.00,0.35,0.00,0.00,0.02,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-80
13451,0.00,0.00,0.26,0.00,0.00,0.02,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-110
13651,0.00,0.00,0.20,0.00,0.00,0.01,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-57
13851,0.00,0.00,0.15,0.00,0.00,0.01,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-117
14051,0.00,0.00,0.11,0.00,0.00,0.01,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,7
14251,0.00,0.00,0.08,0.00,0.00,0.01,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-1
14451,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
14651,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-25
14851,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15051,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15251,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15451,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15651,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15851,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-26
16051,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16251,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16451,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16651,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,2
16851,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
17051,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
17251,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
