time_ms,rl_rpm,rl_rpm_raw,rr_rpm,rr_rpm_raw,speed_mph,fl_rpm,fr_rpm,fuel_consumed_l,fuel_remaining_l,engine_rpm,secondary_rpm,mode,status,temperature_c,brake_pot,motor_setpoint,motor_position
4252,0.00,0.00,78.41,0.00,2.57,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-3261
4452,0.00,0.00,58.81,0.00,1.92,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,-495
4652,0.00,0.00,56.60,50.00,1.85,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
4852,0.00,0.00,42.45,0.00,1.39,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5052,0.00,0.00,31.84,0.00,1.04,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5252,0.00,0.00,23.88,0.00,0.78,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5452,0.00,0.00,17.91,0.00,0.59,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5652,0.00,0.00,13.43,0.00,0.44,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
5852,0.00,0.00,10.07,0.00,0.33,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6052,0.00,0.00,7.56,0.00,0.25,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6252,0.00,0.00,5.67,0.00,0.19,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6452,0.00,0.00,4.25,0.00,0.14,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6652,0.00,0.00,3.19,0.00,0.10,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
6852,0.00,0.00,2.39,0.00,0.08,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7052,0.00,0.00,1.79,0.00,0.06,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7252,0.00,0.00,1.34,0.00,0.04,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7452,0.00,0.00,1.01,0.00,0.03,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7652,0.00,0.00,0.76,0.00,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
7852,0.00,0.00,0.57,0.00,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
8052,0.00,0.00,0.43,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
8252,0.00,0.00,0.32,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
8452,0.00,0.00,0.24,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
8652,0.00,0.00,0.18,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
8852,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9052,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9252,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9452,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9652,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
9852,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
10052,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
10252,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
10452,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
10652,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
10852,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11052,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
11852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
12852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
13052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
13252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
13452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
13652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
13852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
14052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
14252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
14452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
14652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
14852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
15852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
16852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
17052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
17252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
17452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
17652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
17852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
18052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
18252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
18452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
18652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
18852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
19052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
19252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
19452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
19652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
19852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
20052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
20252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
20452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
20652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
20852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
21052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
21252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
21452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
21652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
21852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
22052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
22252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
22452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
22652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
22852,12.50,50.00,0.00,0.00,0.41,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
23052,9.38,0.00,0.00,0.00,0.31,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
23252,7.03,0.00,0.00,0.00,0.23,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
23452,5.27,0.00,0.00,0.00,0.17,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
23652,3.96,0.00,0.00,0.00,0.13,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
23852,2.97,0.00,0.00,0.00,0.10,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
24052,2.22,0.00,0.00,0.00,0.07,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
24252,1.67,0.00,0.00,0.00,0.05,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
24452,1.25,0.00,0.00,0.00,0.04,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
24652,0.94,0.00,0.00,0.00,0.03,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
24852,0.70,0.00,0.00,0.00,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
25052,0.53,0.00,0.00,0.00,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
25252,0.40,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
25452,0.30,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
25652,0.22,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
25852,0.17,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
26052,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
26252,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
26452,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
26652,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
26852,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
27052,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
27252,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
27452,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
27652,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
27852,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
28052,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
28252,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
28452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
28652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
28852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
29052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
29252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
29452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
29652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
29852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
30052,12.50,50.00,0.00,0.00,0.41,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
30252,9.38,0.00,0.00,0.00,0.31,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
30452,7.03,0.00,0.00,0.00,0.23,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
30652,5.27,0.00,0.00,0.00,0.17,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
30852,3.96,0.00,0.00,0.00,0.13,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
31052,2.97,0.00,0.00,0.00,0.10,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
31252,2.22,0.00,0.00,0.00,0.07,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
31452,1.67,0.00,0.00,0.00,0.05,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
31652,1.25,0.00,0.00,0.00,0.04,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
31852,0.94,0.00,0.00,0.00,0.03,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
32052,0.70,0.00,0.00,0.00,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
32252,0.53,0.00,0.00,0.00,0.02,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
32452,0.40,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
32652,0.30,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
32852,0.22,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
33052,0.17,0.00,0.00,0.00,0.01,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
33252,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
33452,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
33652,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
33852,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
34052,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
34252,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
34452,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
34652,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
34852,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
35052,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
35252,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
35452,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
35652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
35852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
36052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
36252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
36452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
36652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
36852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
37052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
37252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
37452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
37652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
37852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
38052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
38252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
38452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
38652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
38852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
39052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
39252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
39452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
39652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
39852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
40052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
40252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
40452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
40653,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
40852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
41052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
41252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
41452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
41652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
41852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
42052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
42252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
42452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
42652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,6.0000,0.00,0.00,0,0,0.00,0.00,0,0
