time_ms,rl_rpm,rl_rpm_raw,rr_rpm,rr_rpm_raw,speed_mph,fl_rpm,fr_rpm,fuel_consumed_l,fuel_remaining_l,engine_rpm,secondary_rpm,mode,status,temperature_c,brake_pot,motor_setpoint,motor_position
17250,324.71,350.00,172.25,0.00,16.26,0.00,0.00,0.0000,6.0000,3032.39,0.00,0,0,0.00,0.00,27931,27867
17450,331.03,350.00,129.19,0.00,15.06,0.00,0.00,0.0000,6.0000,3027.90,0.00,0,0,0.00,0.00,28090,28035
17650,335.77,350.00,96.89,0.00,14.16,0.00,0.00,0.0000,6.0000,3041.26,0.00,0,0,0.00,0.00,28296,28214
17850,339.33,350.00,72.67,0.00,13.48,0.00,0.00,0.0000,6.0000,3048.90,0.00,0,0,0.00,0.00,28549,28452
18050,342.00,350.00,129.50,300.00,15.43,0.00,0.00,0.0000,6.0000,3045.63,0.00,0,0,0.00,0.00,28897,28806
18250,356.50,400.00,122.13,100.00,15.66,0.00,0.00,0.0000,6.0000,3039.17,0.00,0,0,0.00,0.00,29230,29152
18450,354.87,350.00,91.59,0.00,14.61,0.00,0.00,0.0000,6.0000,2995.56,0.00,0,0,0.00,0.00,29179,29188
18650,353.66,350.00,68.70,0.00,13.82,0.00,0.00,0.0000,6.0000,2998.18,0.00,0,0,0.00,0.00,29154,29158
18850,352.74,350.00,51.52,0.00,13.23,0.00,0.00,0.0000,6.0000,2887.26,0.00,0,0,0.00,0.00,28889,29115
19050,352.06,350.00,38.64,0.00,12.79,0.00,0.00,0.0000,6.0000,2717.66,0.00,0,0,0.00,0.00,28138,28703
19250,339.04,300.00,28.98,0.00,12.04,0.00,0.00,0.0000,6.0000,2648.19,0.00,0,0,0.00,0.00,26731,27435
19450,329.28,300.00,21.74,0.00,11.49,0.00,0.00,0.0000,6.0000,2619.74,0.00,0,0,0.00,0.00,25268,26029
19650,321.96,300.00,16.30,0.00,11.07,0.00,0.00,0.0000,6.0000,2608.09,0.00,0,0,0.00,0.00,23773,24557
19850,303.97,250.00,12.23,0.00,10.35,0.00,0.00,0.0000,6.0000,2603.31,0.00,0,0,0.00,0.00,22286,23080
20050,290.48,250.00,9.17,0.00,9.81,0.00,0.00,0.0000,6.0000,2626.96,0.00,0,0,0.00,0.00,20879,21626
20250,280.36,250.00,31.88,100.00,10.22,0.00,0.00,0.0000,6.0000,2671.52,0.00,0,0,0.00,0.00,19600,20257
20450,260.27,200.00,48.91,100.00,10.12,0.00,0.00,0.0000,6.0000,2654.90,0.00,0,0,0.00,0.00,18748,19439
20650,257.70,250.00,61.68,99.99,10.45,0.00,0.00,0.0000,6.0000,2682.97,0.00,0,0,0.00,0.00,18179,18814
20850,243.28,200.00,133.77,350.02,12.34,0.00,0.00,0.0000,6.0000,2731.58,0.00,0,0,0.00,0.00,16968,17505
21050,232.46,200.00,187.82,350.00,13.75,0.00,0.00,0.0000,6.0000,2941.58,0.00,0,0,0.00,0.00,16291,16408
21250,224.34,200.00,215.86,299.99,14.41,0.00,0.00,0.0000,6.0000,3094.15,0.00,0,0,0.00,0.00,16619,16431
21450,218.26,200.00,211.90,200.00,14.08,0.00,0.00,0.0000,6.0000,3116.64,0.00,0,0,0.00,0.00,17349,17116
21650,213.69,200.00,258.92,399.99,15.47,0.00,0.00,0.0000,6.0000,3133.86,0.00,0,0,0.00,0.00,18092,17825
21850,222.77,250.00,269.20,300.01,16.10,0.00,0.00,0.0000,6.0000,3140.91,0.00,0,0,0.00,0.00,18864,18583
22050,217.08,200.00,276.90,300.00,16.17,0.00,0.00,0.0000,6.0000,3115.32,0.00,0,0,0.00,0.00,19537,19307
22250,225.31,250.00,307.67,399.99,17.44,0.00,0.00,0.0000,6.0000,3133.31,0.00,0,0,0.00,0.00,20272,20006
22450,231.48,250.00,355.75,500.00,19.22,0.00,0.00,0.0000,6.0000,3107.09,0.00,0,0,0.00,0.00,20910,20696
22650,236.11,250.00,304.31,150.00,17.69,0.00,0.00,0.0000,6.0000,3121.94,0.00,0,0,0.00,0.00,21387,21144
22850,239.58,250.00,340.74,450.01,18.99,0.00,0.00,0.0000,6.0000,3168.03,0.00,0,0,0.00,0.00,22265,21929
23050,242.19,250.00,330.55,300.00,18.74,0.00,0.00,0.0000,6.0000,3126.42,0.00,0,0,0.00,0.00,22969,22717
23250,244.14,250.00,297.91,200.00,17.74,0.00,0.00,0.0000,6.0000,3083.78,0.00,0,0,0.00,0.00,23507,23340
23450,258.11,300.00,260.94,150.00,16.99,0.00,0.00,0.0000,6.0000,3074.32,0.00,0,0,0.00,0.00,23901,23753
23650,256.08,250.00,283.20,349.98,17.65,0.00,0.00,0.0000,6.0000,2958.44,0.00,0,0,0.00,0.00,23983,24067
23850,267.06,300.00,212.40,0.00,15.69,0.00,0.00,0.0000,6.0000,2746.82,0.00,0,0,0.00,0.00,22928,23435
24050,262.79,250.00,184.30,100.00,14.63,0.00,0.00,0.0000,6.0000,2660.14,0.00,0,0,0.00,0.00,22005,22685
24250,247.10,200.00,138.22,0.00,12.61,0.00,0.00,0.0000,6.0000,2559.03,0.00,0,0,0.00,0.00,21198,22080
24450,247.82,250.00,128.67,100.00,12.32,0.00,0.00,0.0000,6.0000,2525.62,0.00,0,0,0.00,0.00,19595,20544
24650,235.87,200.00,146.50,199.99,12.51,0.00,0.00,0.0000,6.0000,2627.13,0.00,0,0,0.00,0.00,18181,18927
24850,226.90,200.00,234.88,500.02,15.11,0.00,0.00,0.0000,6.0000,2826.79,0.00,0,0,0.00,0.00,17262,17609
25050,220.17,199.99,176.16,0.00,12.97,0.00,0.00,0.0000,6.0000,3026.66,0.00,0,0,0.00,0.00,17042,16989
25250,215.13,200.01,182.12,200.01,13.00,0.00,0.00,0.0000,6.0000,3107.44,0.00,0,0,0.00,0.00,17471,17257
25450,211.35,200.00,261.59,500.00,15.48,0.00,0.00,0.0000,6.0000,3109.61,0.00,0,0,0.00,0.00,18001,17782
25650,221.01,250.00,246.19,199.99,15.29,0.00,0.00,0.0000,6.0000,3097.37,0.00,0,0,0.00,0.00,18569,18375
25850,215.76,200.00,184.64,0.00,13.10,0.00,0.00,0.0000,6.0000,3100.36,0.00,0,0,0.00,0.00,19199,18999
26050,211.82,200.00,213.48,300.00,13.92,0.00,0.00,0.0000,6.0000,3106.71,0.00,0,0,0.00,0.00,19693,19480
26250,221.36,250.00,210.11,200.00,14.12,0.00,0.00,0.0000,6.0000,3083.71,0.00,0,0,0.00,0.00,20049,19882
26450,228.52,250.00,182.58,100.00,13.45,0.00,0.00,0.0000,6.0000,3059.89,0.00,0,0,0.00,0.00,20390,20271
26650,221.39,200.00,236.93,399.98,15.00,0.00,0.00,0.0000,6.0000,3050.13,0.00,0,0,0.00,0.00,20732,20632
26850,228.54,250.00,252.70,300.02,15.75,0.00,0.00,0.0000,6.0000,3046.13,0.00,0,0,0.00,0.00,20983,20891
27050,233.91,250.00,214.53,100.00,14.68,0.00,0.00,0.0000,6.0000,3050.90,0.00,0,0,0.00,0.00,21276,21175
27250,237.93,250.00,160.90,0.00,13.05,0.00,0.00,0.0000,6.0000,3000.37,0.00,0,0,0.00,0.00,21275,21275
27450,240.95,250.00,233.17,449.99,15.52,0.00,0.00,0.0000,6.0000,2968.15,0.00,0,0,0.00,0.00,21174,21238
27650,230.71,200.00,349.87,699.99,19.00,0.00,0.00,0.0000,6.0000,2954.95,0.00,0,0,0.00,0.00,20976,21067
27850,235.53,250.00,274.91,50.00,16.70,0.00,0.00,0.0000,6.0000,2818.35,0.00,0,0,0.00,0.00,20287,20651
28050,226.65,200.00,206.18,0.00,14.16,0.00,0.00,0.0000,6.0000,2775.52,0.00,0,0,0.00,0.00,19239,19688
28250,232.49,250.00,204.63,200.00,14.30,0.00,0.00,0.0000,6.0000,2821.97,0.00,0,0,0.00,0.00,18882,19239
28450,224.37,200.00,153.48,0.00,12.36,0.00,0.00,0.0000,6.0000,2866.60,0.00,0,0,0.00,0.00,18150,18417
28650,218.27,200.00,115.11,0.00,10.91,0.00,0.00,0.0000,6.0000,2945.36,0.00,0,0,0.00,0.00,17711,17821
28850,213.71,200.00,123.83,150.01,11.05,0.00,0.00,0.0000,6.0000,2977.62,0.00,0,0,0.00,0.00,17481,17526
29050,210.28,200.00,130.37,150.00,11.15,0.00,0.00,0.0000,6.0000,2990.83,0.00,0,0,0.00,0.00,17374,17393
29250,207.71,200.00,97.78,0.00,10.00,0.00,0.00,0.0000,6.0000,2909.62,0.00,0,0,0.00,0.00,17075,17256
29450,205.78,200.00,73.34,0.00,9.13,0.00,0.00,0.0000,6.0000,2884.90,0.00,0,0,0.00,0.00,16337,16568
29650,204.34,200.00,55.00,0.00,8.49,0.00,0.00,0.0000,6.0000,2834.77,0.00,0,0,0.00,0.00,15537,15868
29850,190.75,150.00,66.25,100.00,8.41,0.00,0.00,0.0000,6.0000,2874.72,0.00,0,0,0.00,0.00,14766,15017
30050,193.06,200.00,87.19,150.00,9.17,0.00,0.00,0.0000,6.0000,2896.21,0.00,0,0,0.00,0.00,14156,14364
30250,182.30,150.00,102.89,150.00,9.33,0.00,0.00,0.0000,6.0000,2879.41,0.00,0,0,0.00,0.00,13536,13778
30450,174.22,150.00,177.17,400.00,11.50,0.00,0.00,0.0000,6.0000,2864.52,0.00,0,0,0.00,0.00,12787,13058
30650,168.17,150.00,145.38,50.00,10.26,0.00,0.00,0.0000,6.0000,2892.03,0.00,0,0,0.00,0.00,12127,12343
30850,163.63,150.00,121.53,50.00,9.33,0.00,0.00,0.0000,6.0000,2895.30,0.00,0,0,0.00,0.00,11482,11692
31050,160.22,150.00,103.65,50.00,8.64,0.00,0.00,0.0000,6.0000,2925.11,0.00,0,0,0.00,0.00,11572,11505
31250,157.66,150.00,152.74,300.01,10.16,0.00,0.00,0.0000,6.0000,2903.73,0.00,0,0,0.00,0.00,11456,11649
31450,155.75,150.00,127.05,50.00,9.25,0.00,0.00,0.0000,6.0000,2894.97,0.00,0,0,0.00,0.00,11281,11492
31650,154.31,150.00,95.29,0.00,8.17,0.00,0.00,0.0000,6.0000,2320.50,0.00,0,0,0.00,0.00,9907,11267
31850,140.73,100.00,71.47,0.00,6.94,0.00,0.00,0.0000,6.0000,2641.45,0.00,0,0,0.00,0.00,9839,10557
32050,143.05,150.00,78.60,100.00,7.25,0.00,0.00,0.0000,6.0000,2735.06,0.00,0,0,0.00,0.00,9199,9228
32250,132.29,100.00,83.95,100.00,7.08,0.00,0.00,0.0000,6.0000,2773.40,0.00,0,0,0.00,0.00,9677,9489
32450,136.72,150.00,87.96,100.00,7.35,0.00,0.00,0.0000,6.0000,2789.10,0.00,0,0,0.00,0.00,9873,9838
32650,127.54,100.00,65.97,0.00,6.33,0.00,0.00,0.0000,6.0000,2775.06,0.00,0,0,0.00,0.00,9698,9621
32850,133.15,150.00,49.48,0.00,5.98,0.00,0.00,0.0000,6.0000,2801.21,0.00,0,0,0.00,0.00,10025,9814
33050,124.86,100.00,87.11,200.00,6.94,0.00,0.00,0.0000,6.0000,2746.84,0.00,0,0,0.00,0.00,9346,9805
33250,131.15,150.00,90.33,100.00,7.25,0.00,0.00,0.0000,6.0000,2778.23,0.00,0,0,0.00,0.00,9738,9627
33450,123.36,100.00,130.25,250.00,8.30,0.00,0.00,0.0000,6.0000,2730.60,0.00,0,0,0.00,0.00,9143,9550
33650,117.52,100.00,135.19,150.00,8.27,0.00,0.00,0.0000,6.0000,2705.97,0.00,0,0,0.00,0.00,8835,9166
33850,125.64,150.00,151.39,200.00,9.07,0.00,0.00,0.0000,6.0000,2695.89,0.00,0,0,0.00,0.00,8709,9010
34050,119.23,100.00,138.54,100.00,8.44,0.00,0.00,0.0000,6.0000,2704.88,0.00,0,0,0.00,0.00,8822,8741
34250,114.42,100.00,153.91,200.00,8.78,0.00,0.00,0.0000,6.0000,2674.96,0.00,0,0,0.00,0.00,8448,8363
34450,110.82,100.00,165.43,200.00,9.04,0.00,0.00,0.0000,6.0000,2691.18,0.00,0,0,0.00,0.00,8651,8480
34650,108.11,100.00,211.57,349.99,10.46,0.00,0.00,0.0000,6.0000,2323.28,0.00,0,0,0.00,0.00,6962,8316
34850,106.08,100.00,196.18,150.01,9.89,0.00,0.00,0.0000,6.0000,2547.14,0.00,0,0,0.00,0.00,6852,7187
35050,104.56,100.00,184.63,150.00,9.46,0.00,0.00,0.0000,6.0000,2630.83,0.00,0,0,0.00,0.00,7897,7025
35250,103.42,100.00,150.98,50.00,8.33,0.00,0.00,0.0000,6.0000,2665.11,0.00,0,0,0.00,0.00,8325,8228
35450,102.57,100.00,113.23,0.00,7.06,0.00,0.00,0.0000,6.0000,2652.27,0.00,0,0,0.00,0.00,8165,8327
35650,114.43,150.00,109.92,99.99,7.34,0.00,0.00,0.0000,6.0000,2621.41,0.00,0,0,0.00,0.00,7779,7874
35850,110.82,100.00,194.95,450.02,10.01,0.00,0.00,0.0000,6.0000,2576.77,0.00,0,0,0.00,0.00,7222,7648
36050,108.11,100.00,158.71,50.00,8.73,0.00,0.00,0.0000,6.0000,2550.49,0.00,0,0,0.00,0.00,6894,7365
36250,106.09,100.00,144.03,100.00,8.19,0.00,0.00,0.0000,6.0000,2587.72,0.00,0,0,0.00,0.00,7359,7064
36450,92.06,50.00,133.02,100.00,7.37,0.00,0.00,0.0000,6.0000,2660.57,0.00,0,0,0.00,0.00,8268,7550
36650,94.05,100.00,149.77,200.00,7.98,0.00,0.00,0.0000,6.0000,2624.81,0.00,0,0,0.00,0.00,7822,8042
36850,95.54,100.00,112.33,0.00,6.80,0.00,0.00,0.0000,6.0000,2610.16,0.00,0,0,0.00,0.00,7639,7671
37050,96.65,100.00,134.24,200.00,7.56,0.00,0.00,0.0000,6.0000,2551.68,0.00,0,0,0.00,0.00,6909,7053
37250,97.49,100.00,150.68,200.00,8.12,0.00,0.00,0.0000,6.0000,2559.73,0.00,0,0,0.00,0.00,7009,6739
37450,98.12,100.00,138.01,100.00,7.73,0.00,0.00,0.0000,6.0000,2523.03,0.00,0,0,0.00,0.00,6551,6865
37650,98.59,100.00,153.51,199.99,8.25,0.00,0.00,0.0000,6.0000,2528.59,0.00,0,0,0.00,0.00,6620,6679
37850,98.94,100.00,152.63,150.01,8.23,0.00,0.00,0.0000,6.0000,2268.96,0.00,0,0,0.00,0.00,4912,6375
38050,86.71,50.00,139.47,100.00,7.40,0.00,0.00,0.0000,6.0000,2398.81,0.00,0,0,0.00,0.00,5000,5635
38250,90.03,100.00,117.11,50.00,6.78,0.00,0.00,0.0000,6.0000,2517.59,0.00,0,0,0.00,0.00,6483,5148
38450,92.52,100.00,112.83,100.00,6.72,0.00,0.00,0.0000,6.0000,2566.25,0.00,0,0,0.00,0.00,7090,6520
38650,81.89,50.00,134.62,199.99,7.09,0.00,0.00,0.0000,6.0000,2586.17,0.00,0,0,0.00,0.00,7339,7298
38850,86.42,100.00,150.97,200.01,7.77,0.00,0.00,0.0000,6.0000,2573.86,0.00,0,0,0.00,0.00,7186,7106
39050,89.81,100.00,138.23,100.00,7.46,0.00,0.00,0.0000,6.0000,2614.89,0.00,0,0,0.00,0.00,7698,7512
39250,92.36,100.00,153.67,200.00,8.05,0.00,0.00,0.0000,6.0000,2606.10,0.00,0,0,0.00,0.00,7588,7607
39450,94.27,100.00,190.25,300.00,9.31,0.00,0.00,0.0000,6.0000,2602.50,0.00,0,0,0.00,0.00,7543,7550
39650,95.70,100.00,217.69,299.99,10.26,0.00,0.00,0.0000,6.0000,2601.02,0.00,0,0,0.00,0.00,7525,7528
39850,96.78,100.00,213.27,200.00,10.15,0.00,0.00,0.0000,6.0000,2626.02,0.00,0,0,0.00,0.00,7837,7767
40050,97.58,100.00,184.95,100.00,9.25,0.00,0.00,0.0000,6.0000,2663.14,0.00,0,0,0.00,0.00,8300,8064
40250,98.19,100.00,163.71,100.00,8.57,0.00,0.00,0.0000,6.0000,2672.33,0.00,0,0,0.00,0.00,8415,8253
40450,98.64,100.00,147.78,100.00,8.06,0.00,0.00,0.0000,6.0000,3388.25,0.00,0,0,0.00,0.00,17355,8642
40650,98.98,100.00,135.84,100.00,7.68,0.00,0.00,0.0000,6.0000,2943.35,0.00,0,0,0.00,0.00,11800,11160
40850,111.74,150.00,126.88,100.00,7.81,0.00,0.00,0.0000,6.0000,2680.16,0.00,0,0,0.00,0.00,11041,11681
41050,108.80,100.00,132.66,150.00,7.90,0.00,0.00,0.0000,6.0000,2632.83,0.00,0,0,0.00,0.00,10011,10746
