engine_rpm,wheel_rpm,secondary_rpm,sheave_position,sheave_setpoint,pwm,brake_position
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -88.000000, -90.000000, 23.400000, 0.000000
0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -20.299999, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, -16.000000, 0.000000
32.727272, 0.000000, 0.000000, -88.000000, -90.000000, -24.600000, 0.000000
0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -20.299999, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, -16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, -16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, -16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, -16.000000, 0.000000
0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 20.299999, 0.000000
0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 20.299999, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 32.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 32.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 32.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -89.000000, -90.000000, 11.700000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 32.000000, 0.000000
0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 20.299999, 0.000000
0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 36.299999, 0.000000
0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 20.299999, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -89.000000, -90.000000, 11.700000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 32.000000, 0.000000
0.000000, 0.000000, 0.000000, -92.000000, -90.000000, 40.599998, 0.000000
0.000000, 0.000000, 0.000000, -92.000000, -90.000000, 40.599998, 0.000000
0.000000, 0.000000, 0.000000, -92.000000, -90.000000, 40.599998, 0.000000
0.000000, 0.000000, 0.000000, -92.000000, -90.000000, 40.599998, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 36.299999, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 36.299999, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
16.071428, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.058863
1197.701782, 0.000000, 0.000000, -89.000000, -90.000000, -4.300000, 0.298997
2041.395508, 0.000000, 0.000000, -87.000000, -28.674412, 217.818649, 0.384615
2280.687988, 0.000000, 180.099045, -21.000000, -17.969221, 15.877229, 0.000000
2315.883545, 0.000000, 0.000000, -16.000000, -16.394684, -24.964260, 0.000000
2311.576172, 0.000000, 0.000000, -16.000000, -16.587381, -30.451246, 0.000000
2321.163818, 0.000000, 0.000000, -16.000000, -16.158461, -5.519882, 0.000000
