engine_rpm,wheel_rpm,secondary_rpm,sheave_position,sheave_setpoint,pwm,brake_position
0.000000, 0.000000, 0.000000, -74.000000, -90.000000, -116.800003, 0.000000
0.000000, 0.000000, 0.000000, -83.000000, -90.000000, -30.100000, 0.000000
0.000000, 0.000000, 0.000000, -83.000000, -90.000000, -30.100000, 0.000000
0.000000, 0.000000, 0.000000, -83.000000, -90.000000, -30.100000, 0.000000
0.000000, 0.000000, 0.000000, -83.000000, -90.000000, -30.100000, 0.000000
0.000000, 0.000000, 0.000000, -82.000000, -90.000000, -34.400002, 0.000000
0.000000, 0.000000, 0.000000, -82.000000, -90.000000, -34.400002, 0.000000
0.000000, 0.000000, 0.000000, -82.000000, -90.000000, -34.400002, 0.000000
0.000000, 0.000000, 0.000000, -84.000000, -90.000000, -9.800000, 0.000000
0.000000, 0.000000, 0.000000, -87.000000, -90.000000, -12.900000, 0.000000
0.000000, 0.000000, 0.000000, -87.000000, -90.000000, -12.900000, 0.000000
0.000000, 0.000000, 0.000000, -85.000000, -90.000000, -21.500000, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 144.932434, 0.000000, -86.000000, -90.000000, -17.200001, 0.000000
0.000000, 0.000000, 0.000000, -85.000000, -90.000000, -21.500000, 0.000000
0.000000, 0.000000, 0.000000, -88.000000, -90.000000, -8.600000, 0.000000
0.000000, 0.000000, 0.000000, -88.000000, -90.000000, -8.600000, 0.000000
0.000000, 289.866272, 0.000000, -91.000000, -90.000000, 20.299999, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -87.000000, -90.000000, -28.900000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 16.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
251.802048, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
499.906158, 146.339325, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
30.342274, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
643.576660, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
233.605453, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
421.590729, 147.776703, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
514.542725, 144.928238, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
59.751568, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
1144.588135, 434.765808, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
1611.206665, 4358.564453, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
1826.469727, 2048.790527, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
2014.343384, 871.590515, 0.000000, -73.000000, -58.079216, 15.694161, 0.000000
2033.519165, 2038.834961, 0.000000, -60.000000, -56.918579, -8.659375, 0.000000
1974.101929, 873.777954, 0.000000, -59.000000, -60.514885, -38.510952, 0.000000
2025.569092, 729.841797, 0.000000, -57.000000, -57.399765, -33.721920, 0.000000
2014.264648, 1310.679565, 0.000000, -58.000000, -58.083981, 4.483976, 0.000000
2036.060303, 292.682922, 0.000000, -57.000000, -56.764771, 23.559093, 0.000000
1998.553589, 1323.529419, 0.000000, -60.000000, -59.034912, -6.602808, 0.000000
2019.619629, 1165.048584, 0.000000, -58.000000, -57.759865, -14.971081, 0.000000
2159.268799, 2912.663818, 0.000000, -52.000000, -49.307415, 38.334526, 0.000000
2793.071777, 16243.268555, 0.000000, -31.000000, -10.945652, 71.782829, 0.000000
3320.165527, 6057.716309, 0.000000, 24.000000, 36.701443, 107.225029, 0.000000
3171.149902, 8300.769531, 0.000000, 46.000000, 56.709496, 55.950123, 0.000000
3167.311035, 2898.578613, 0.000000, 66.000000, 75.722672, 84.679558, 0.000000
3899.426514, 3188.405762, 0.000000, 76.000000, 116.997719, 215.856842, 0.000000
4741.477539, 5588.454590, 0.000000, 189.000000, 250.000000, 130.075394, 0.000000
4522.354492, 2634.210449, 0.000000, 212.000000, 250.000000, 179.399994, 0.000000
5061.823730, 7352.941406, 0.000000, 202.000000, 250.000000, 158.399994, 0.000000
5576.598633, 10558.713867, 0.000000, 228.000000, 250.000000, 126.599998, 0.000000
5865.456055, 2397.361328, 0.000000, 210.000000, 250.000000, 188.000000, 0.000000
5180.651855, 6512.067871, 0.000000, 239.000000, 250.000000, 95.300003, 0.000000
3466.098389, 3036.797119, 0.000000, 241.000000, 250.000000, 86.699997, 0.000000
2422.791504, 833.333313, 0.000000, 239.000000, 231.023209, -88.569000, 0.000000
1956.229858, 440.056915, 0.000000, 175.000000, 146.295181, -144.834045, 0.000000
1848.682373, 655.355713, 0.000000, 57.000000, -90.000000, -255.000000, 0.000000
1938.246094, 1343.270264, 0.000000, -83.000000, -62.685104, 182.242966, 0.000000
2086.971436, 2330.232666, 0.000000, -62.000000, -53.683308, 37.297115, 0.000000
2176.965088, 3211.381836, 0.000000, -53.000000, -48.236324, 32.913677, 0.000000
2170.292480, 582.524292, 0.000000, -50.000000, -48.640190, 24.705215, 0.000000
2126.361816, 2352.883545, 0.000000, -50.000000, -51.299152, -20.870413, 0.000000
2097.847900, 1601.996216, 0.000000, -52.000000, -53.024994, -43.032719, 0.000000
2174.260010, 585.343018, 0.000000, -48.000000, -48.400055, -18.144918, 0.000000
2145.851318, 582.546875, 0.000000, -50.000000, -50.119526, -1.675277, 0.000000
2116.793213, 1893.213013, 0.000000, -54.000000, -51.878307, 60.050709, 0.000000
2098.698730, 2341.463379, 0.000000, -52.000000, -52.973499, -7.113354, 0.000000
2125.488525, 3495.111816, 0.000000, -51.000000, -51.352013, 3.118243, 0.000000
2150.663330, 1601.918457, 0.000000, -52.000000, -49.828270, 25.342224, 0.000000
2129.993896, 1456.310669, 0.000000, -52.000000, -51.079315, 7.526938, 0.000000
2083.440918, 2038.914185, 0.000000, -53.000000, -53.896996, 8.571203, 0.000000
2086.825195, 1024.395264, 0.000000, -54.000000, -53.692158, 1.529227, 0.000000
2142.003906, 1751.654297, 0.000000, -52.000000, -50.352394, 9.742664, 0.000000
2091.118652, 4975.512695, 0.000000, -54.000000, -53.432293, -34.753258, 0.000000
2125.328369, 1165.071167, 0.000000, -51.000000, -51.361706, -22.401709, 0.000000
1539.034180, 292.695770, 0.000000, -76.000000, -90.000000, 19.799999, 0.000000
671.014587, 0.000000, 0.000000, -87.000000, -90.000000, -28.900000, 0.000000
109.179031, 0.000000, 0.000000, -87.000000, -90.000000, -28.900000, 0.000000
0.000000, 0.000000, 0.000000, -88.000000, -90.000000, -8.600000, 0.000000
0.000000, 145.630356, 0.000000, -89.000000, -90.000000, 11.700000, 0.000000
0.000000, 144.930344, 0.000000, -89.000000, -90.000000, 11.700000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
0.000000, 144.934540, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000
