time_us,engine_rpm,wheel_rpm,secondary_rpm,sheave_position,sheave_setpoint,pwm,brake_position,kp_term,ki_term,kd_term
000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
658766, 0.000000, 525.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
861689, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1072761, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1274774, 0.000000, 0.000000, 0.000000, -93.000000, -90.000000, 26.360001, 0.000000, 0.000000, 0.000000, 67108864.000000
1475829, 0.000000, 0.000000, 0.000000, -96.000000, -90.000000, 50.439999, 0.000000, 0.000000, 0.000000, 351843720888320.000000
1678700, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.560000, 0.000000, 0.000000, 0.000000, 3940649673949184.000000
1891349, 0.000000, 0.000000, 0.000000, -86.000000, -90.000000, -28.520000, 0.000000, 0.000000, 0.000000, 5497558138880.000000
2094823, 0.000000, 0.000000, 0.000000, -94.000000, -90.000000, 39.360001, 0.000000, 0.000000, 0.000000, 3298534883328.000000
2297858, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -9.880000, 0.000000, 0.000000, 0.000000, 87960930222080.000000
2500836, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -4.760000, 0.000000, 0.000000, 0.000000, 1649267441664.000000
2703685, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, -0.620000, 0.000000, 0.000000, 0.000000, 3573412790272.000000
2916852, 0.000000, 0.000000, 0.000000, -88.000000, -90.000000, -15.300000, 0.000000, 0.000000, 0.000000, 15032385536.000000
3119816, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 2.100000, 0.000000, 0.000000, 0.000000, 2048.000000
3322788, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -9.680000, 0.000000, 0.000000, 0.000000, 33554432.000000
3525823, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
3736666, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
3938751, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
4139745, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
4352707, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
4555670, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
4758717, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
4961750, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
5164742, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000, 0.000000, 0.000000, 0.000000
