time_us,engine_rpm,wheel_rpm,secondary_rpm,sheave_position,sheave_setpoint,pwm,brake_position
8081804, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
8293891, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
8494816, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
8695883, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
8907697, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
9108737, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
9311741, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
9522871, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
9724833, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
9925843, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
10128505, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
10338771, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
10539764, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
10742525, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
10952682, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
11153688, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
11366342, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
11566834, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
11777762, 0.000000, 213.235779, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
11980826, 0.000000, 594.141785, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
12191891, 0.000000, 373.145477, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
12402756, 0.000000, 426.544342, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
12603508, 0.000000, 675.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
12814814, 0.000000, 150.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
13025862, 0.000000, 284.307617, 0.000000, -89.000000, -90.000000, -8.000000, 0.084281
13236730, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.231438
13438730, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.228763
13649826, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.283612
13850838, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.351839
14052703, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.357191
14263730, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.352508
14464779, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.338462
14666855, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.327090
14877679, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.329097
15080758, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.329097
15283758, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.329766
15486796, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.329766
15689800, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.331104
15902754, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.329097
16105790, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.322408
16308741, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.320401
16511771, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.316388
16714775, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.310368
16917527, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
17127693, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.305017
17328698, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
17541353, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.313043
17741845, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.311706
17942824, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
18154715, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
18355831, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.310368
18556763, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
18768824, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.313712
18969871, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
19170502, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.313712
19380763, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309030
19581764, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
19793847, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
19994860, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.313043
20197860, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
20400897, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
20611744, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.313712
20813747, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.310368
21014732, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.311037
21227773, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.316388
21430803, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.310368
21633754, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.311037
21836768, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.310368
22039772, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
22242526, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
22452690, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
22653696, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
22866437, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.311706
23066842, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
23267822, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.311706
23479679, 63.557873, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
23681206, 171.637619, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.305686
23891885, 226.621399, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.303010
24102761, 162.125748, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
24313754, 54.060425, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
24514735, 26.785715, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307023
24717525, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
24927752, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.305686
25128757, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.301003
25341413, 26.787626, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.298997
25542534, 26.787626, 150.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307023
25753726, 26.787626, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309030
25966840, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309030
26169843, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.305017
26372885, 32.400322, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
26575892, 32.400322, 148.514847, 0.000000, -89.000000, -90.000000, -8.000000, 0.305017
26786755, 32.400322, 149.253723, 0.000000, -89.000000, -90.000000, -8.000000, 0.302341
26997843, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
27200880, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
27411727, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.301672
27613816, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
27814802, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
28027756, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309030
28230789, 0.000000, 147.058105, 0.000000, -89.000000, -90.000000, -8.000000, 0.305017
28433764, 25.863853, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
28644877, 166.337601, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307023
28855759, 324.367889, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
29068857, 388.753113, 1633.873657, 0.000000, -89.000000, -90.000000, -8.000000, 0.305686
29279760, 252.893600, 1848.463867, 0.000000, -89.000000, -90.000000, -8.000000, 0.309030
29491415, 128.893753, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
29692527, 27.274710, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
29902755, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
30103735, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.301003
30316849, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
30519857, 102.076019, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.301003
30722866, 267.208496, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.305017
30933797, 439.956726, 3134.328369, 0.000000, -89.000000, -90.000000, -8.000000, 0.307023
31154741, 382.654449, 5099.974609, 0.000000, -89.000000, -90.000000, -8.000000, 0.305686
31366451, 222.660294, 1847.999634, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
31577738, 91.755089, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
31778514, 26.787626, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
31988801, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.309699
32189798, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.303010
32400822, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.303679
32602729, 21.427040, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.301003
32813722, 178.539413, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.305017
33024861, 421.124420, 746.283508, 0.000000, -89.000000, -90.000000, -8.000000, 0.305686
33235826, 421.686157, 3553.828613, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
33446940, 293.651306, 1714.579590, 0.000000, -89.000000, -90.000000, -8.000000, 0.294983
33658747, 114.058418, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.306355
33869818, 32.727272, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.315719
34072860, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.307692
34275811, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.288294
34478716, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278930
34691371, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.262876
34891863, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278261
35092842, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.276254
35304733, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.273579
35505831, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278261
35706790, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278930
35918842, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278261
36119889, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.286957
36320719, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.277592
36532695, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.276923
36733720, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
36936798, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.274247
37147857, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278261
37349819, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.274247
37550891, 97.592636, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278261
37761744, 351.129791, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
37972868, 503.077515, 1563.684570, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
38193820, 464.734406, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.276254
38394505, 270.811768, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
38605862, 92.729248, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.274247
38816814, 32.727272, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.269565
39019860, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
39220503, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.266890
39430755, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.279599
39633762, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
39834764, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.262207
40046839, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.273579
40247887, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.274247
40450887, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.274247
40653506, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.267559
40863807, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
41064796, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268227
41267525, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.266890
41477726, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.269565
41678707, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.264883
41891386, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272241
42091878, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
42292502, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
42502715, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.291639
42703720, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.275585
42916375, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.273579
43116867, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270903
43317847, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
43529737, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.276923
43730807, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268227
43931778, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268896
44143881, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268896
44344893, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
44545873, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268227
44757699, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.275585
44958724, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
45161712, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268896
45364762, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270903
45575864, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
45777684, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.275585
45978750, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.275585
46191864, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.273579
46394867, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
46597822, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
46800822, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
47003678, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
47216419, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272241
47416828, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.267559
47617894, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268227
47829695, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270903
48030808, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
48241843, 26.787626, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.273579
48444852, 26.787626, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
48647853, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
48858699, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.277592
49060763, 26.313942, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270903
49271868, 26.313942, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
49472844, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272241
49675881, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270903
49886728, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
50088813, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.277592
50289803, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
50502757, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268227
50705774, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.288294
50908737, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270903
51111755, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
51314743, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.269565
51517528, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.276254
51727677, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.273579
51928682, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
52141423, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.273579
52341829, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
52542895, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268896
52754699, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
52955838, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.272910
53156701, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268227
53368808, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.278261
53569855, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
53770502, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.270234
53980745, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.271572
54183757, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268227
54384645, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.276254
54596834, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.288294
54797844, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.274247
55000882, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.268896
55211728, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.267559
55413802, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.251505
55614788, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.256187
55827757, 5.357526, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.254181
56030788, 64.541985, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.256856
56241881, 64.541985, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.254181
56444827, 32.396824, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.255518
56647869, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.254849
56850869, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.014716
57053704, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
57266900, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
57469817, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
57672858, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
57875858, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
58078714, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
58291369, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
58491861, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
58692841, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, -8.000000, 0.000000
