0, 0.000000, 0.000000, -88, 0.446823
0, 0.000000, 0.000000, -89, 0.452174
0, 0.000000, 0.000000, -87, 0.462876
0, 0.000000, 0.000000, -89, 0.452174
0, 0.000000, 0.000000, -89, 0.428094
0, 0.000000, 0.000000, -88, 0.412040
0, 0.000000, 0.000000, -88, 0.417391
0, 0.000000, 0.000000, -90, 0.436789
0, 0.000000, 0.000000, -89, 0.414047
0, 0.000000, 0.000000, -89, 0.415385
0, 0.000000, 0.000000, -89, 0.416722
0, 0.000000, 0.000000, -89, 0.408027
0, 0.000000, 0.000000, -89, 0.417391
0, 0.000000, 0.000000, -89, 0.414716
0, 0.000000, 0.000000, -89, 0.416722
0, 0.000000, 0.000000, -89, 0.413378
0, 0.000000, 0.000000, -89, 0.414716
0, 0.000000, 0.000000, -89, 0.413378
0, 0.000000, 0.000000, -89, 0.412040
0, 0.000000, 0.000000, -89, 0.450167
0, 0.000000, 0.000000, -89, 0.474248
0, 0.000000, 0.000000, -89, 0.438127
0, 0.000000, 0.000000, -89, 0.432776
0, 0.000000, 0.000000, -89, 0.459532
900, 0.000000, 0.000000, -89, 0.455518
1714, 0.000000, 0.000000, -89, 0.444816
1974, 0.000000, 0.000000, -89, 0.450167
1997, 0.000000, 0.000000, -62, 0.442809
2267, 0.000000, 0.000000, -51, 0.000000
2221, 0.000000, 0.000000, -45, 0.000000
2914, 0.000000, 0.000000, -18, 0.000000
3165, 0.000000, 0.000000, 6, 0.000000
3438, 0.000000, 0.000000, 37, 0.000000
4366, 0.000000, 0.000000, 75, 0.000000
4806, 0.000000, 0.000000, 171, 0.000000
3737, 145.631073, 0.000000, 178, 0.000000
2771, 142.861908, 0.000000, 141, 0.000000
3591, 144.216904, 0.000000, 107, 0.000000
3493, 143.539978, 0.000000, 84, 0.000000
2901, 71.428230, 0.000000, 104, 0.000000
3110, 144.231461, 0.000000, 202, 0.000000
2469, 142.855774, 0.000000, 195, 0.000000
1925, 144.225922, 0.000000, 165, 0.000000
2964, 143.541367, 0.000000, 63, 0.000000
3327, 144.227310, 0.000000, 40, 0.000000
3262, 71.428230, 0.000000, 69, 0.000000
3423, 71.428574, 0.000000, 60, 0.000000
3315, 142.179428, 0.000000, 133, 0.000000
2824, 144.928238, 0.000000, 141, 0.000000
2844, 145.631073, 0.000000, 134, 0.000000
2689, 144.924042, 0.000000, 130, 0.000000
2991, 73.171089, 0.000000, 115, 0.000000
3052, 145.631073, 0.000000, 108, 0.000000
3092, 73.529770, 0.000000, 99, 0.000000
3079, 72.463768, 0.000000, 125, 0.000000
2958, 145.240479, 0.000000, 111, 0.000000
2798, 72.462021, 0.000000, 126, 0.000000
2653, 72.463768, 0.000000, 106, 0.000000
2773, 143.543411, 0.000000, 79, 0.000000
3000, 71.962120, 0.000000, 53, 0.000000
3071, 72.115379, 0.000000, 57, 0.000000
3166, 71.922089, 0.000000, 63, 0.000000
